POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
EYd87u3d;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-29;Futur inactif;Futur inactif;TCHANGAREY;NIAMEY;Urbain;Nord;Niamey;1123.5;2.092305;13.574193333333302;Visites;Nord 2;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
oqKWOpUC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;DOGONDOUTCHI;DOGONDOUTCHI;Urbain;Est;Dosso;291.86;4.03589666666667;13.6405916666667;Visites;Doutchi 1;2020-07-26;Non;4543;Non visité;Oui;Medium
F0ZNJfiC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;509.12;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;10811;Jamais visité;Oui;High
TJKpmR9z;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;GUIDAN ROUMJI;GUIDAN ROUMDJI;Urbain;Sud;Maradi;48.2;6.69561666666667;13.665238333333301;Visites;Guidan Roumdji;2020-07-19;Non;13;Non visité;Non;Low
e8IArsct;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;32.5;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
R00QsZEf;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-08-14;Actif;Actif;DAKORO;DAKORO;Urbain;Nord;Maradi;129.47;6.765335;14.49974;Visites;Dakoro;2020-08-13;Oui;76;A maintenu son statut;Non;Low
qfFUh3uD;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DOSSO 501;DOSSO;Urbain;Centre;Dosso;1354.31;3.20453833333333;13.041008333333302;Visites;Dosso 2;2020-07-20;Non;1555;Non visité;Oui;Medium
znDOjTHC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-10;Actif;Actif;ZINDER 801;ZINDER;Urbain;Centre;Zinder;321.0;8.99935666666667;13.803091666666699;Visites;Zinder 1;2020-07-19;Non;4441;Non visité;Oui;Medium
pOH70ZQA;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-10;Inactif récent;Inactif récent;DOGO CHAIBOU;DOGO CHAIBOU;Rural;Centre;Zinder;5075.0;9.01233575;13.49725516;Système;Zinder 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
MKZmXJyN;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;NORD FAISCEAUX;NIAMEY;Urbain;Nord;Niamey;2460.51;2.11566667;13.5765;Système;Nord 5;1970-01-01;Jamais;10864;Jamais visité;Oui;High
cvqEy6r2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-02;Inactif récent;Inactif récent;MARADI BOURJA;MARADI;Urbain;Sud;Maradi;16.75;7.10759723;13.47256389;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
vCgj15iO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-29;Futur inactif;Futur inactif;MAINE SOROA;MAINE SOROA;Urbain;Ouest;Diffa;40.0;12.027353333333302;13.2154316666667;Visites;Mainé Soroa;2020-08-19;Oui;0;N'a pas réagi;Non;Zero
SdMWNigQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-06;Inactif récent;Inactif récent;ZINDER_AUTOGARE;ZINDER;Urbain;Centre;Zinder;134.0;8.9871;13.8064;Système;Zinder 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
wADyztDW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;LAZARET ZAKEY KOIRA;NIAMEY;Urbain;Nord;Niamey;6488.21;2.11483;13.543104999999999;Visites;Nord 4;2020-08-19;Oui;4205;A maintenu son statut;Oui;Medium
gFojo3CI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AEROPORT QUARTIER;NIAMEY;Urbain;Wadata;Niamey;20218.21;2.18196536;13.46889294;Système;Wadata 5;1970-01-01;Jamais;9180;Jamais visité;Oui;Medium
UIB6YMWf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;NIAMEY 2000;NIAMEY;Urbain;Wadata;Niamey;3460.1;2.17963228;13.52176928;Système;Wadata 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hF8X18sH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AMBASSADE LYBIE;NIAMEY;Urbain;Petit Marché;Niamey;168673.66;2.0799302;13.52637744;Système;Petit Marché 1;1970-01-01;Jamais;79699;Jamais visité;Oui;Super High
GRi3E6d9;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;ARENE DE LUTTE;NIAMEY;Urbain;Wadata;Niamey;50.0;2.14080371;13.52191935;Système;Wadata 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
q3T3QKVV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;KARAGUE RIVE DROITE 1;NIAMEY;Urbain;Haro Banda;Niamey;5597.5;2.089686;13.49281552;Système;Haro Banda 2;1970-01-01;Jamais;980;Jamais visité;Non;Low
WhqfBvYV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;UNIVERSITE;NIAMEY;Urbain;Haro Banda;Niamey;1132.5;2.09797912;13.50115448;Système;Haro Banda 2;1970-01-01;Jamais;15;Jamais visité;Non;Low
2007JGPf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-22;Inactif récent;Inactif récent;OUNA;OUNA;Rural;Sud;Dosso;245.5;3.16255833333333;12.164158333333301;Visites;Gaya 2;2020-07-22;Non;0;Non visité;Non;Zero
0gC0m9Z0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-08;Actif;Actif;ORTN_AIRTEL;NIAMEY;Urbain;Petit Marché;Niamey;8098.33;2.09805556;13.53805556;Système;Petit Marché 3;1970-01-01;Jamais;46065;Jamais visité;Oui;High
cF2hxrPQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;AGADEZ MOOV OLD VILLE;AGADEZ;Urbain;Sud;Agadez;4.25;7.988167;16.971167;Système;Agadez 5;1970-01-01;Jamais;76;Jamais visité;Non;Low
Qw9WLw1v;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;PETIT MARCHE;NIAMEY;Urbain;Petit Marché;Niamey;855.2;2.11036212;13.51304292;Système;Petit Marché 4;1970-01-01;Jamais;845;Jamais visité;Non;Low
xa3EFwbz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;BOBIEL;NIAMEY;Urbain;Nord;Niamey;3000.0;2.09408755;13.55539747;Système;Nord 3;1970-01-01;Jamais;3000;Jamais visité;Oui;Medium
ssR8ANXC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-11;Inactif âgé;Inactif âgé;DOGONDOUTCHI;DOGONDOUTCHI;Urbain;Est;Dosso;42.2;4.03864412;13.63977557;Système;Doutchi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
bzPViZQz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-14;Inactif récent;Inactif récent;AGADEZ HILIN SARKI;AGADEZ;Urbain;Sud;Agadez;0.72;7.981;16.971332999999998;Système;Agadez 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Bu0AlYUY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CENTRE_AERE_BCEAO;NIAMEY;Urbain;Nord;Niamey;894.27;2.07595567;13.56736499;Système;Nord 2;1970-01-01;Jamais;93337;Jamais visité;Oui;Super High
dPFpiqIS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ZINDER NASSARAWA IDI;ZINDER;Urbain;Centre;Zinder;65.62;9.00672506666667;13.8023404;Visites;Zinder 2;2020-08-24;Oui;5;Nouveau PDV visité;Non;Low
hlVWYq0B;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-08;Inactif récent;Inactif récent;DOUTCHI_II;DOGONDOUTCHI;Urbain;Est;Dosso;99.55;4.0221666666667;13.64625;Système;Doutchi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
m0XYmylF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-07;Actif;Actif;TANOUT;TANOUT;Urbain;Nord;Zinder;2.5;8.879375;14.973510000000001;Visites;Tanout;2020-08-07;Oui;1;A maintenu son statut;Non;Low
M9LQaT3G;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;TCHANGAREY;NIAMEY;Urbain;Nord;Niamey;3.85;2.086;13.572516666666699;Visites;Nord 2;2020-08-20;Oui;736;A maintenu son statut;Non;Low
